,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,First Blood,Num Matches
0,Reyna,1.10,16.4,14.8,3.7,50%,15.4%,237,16.8%,"2,244"
1,Jett,1.23,17.8,14.4,3.8,65.1%,15.1%,254,18.7%,"2,193"
2,Sage,1.00,14.4,14.4,4.4,46.7%,10.5%,199,9.5%,"1,530"
3,Raze,1.04,16.5,15.9,4.8,41.4%,10.2%,233,13%,"1,479"
4,Killjoy,0.98,13.7,14.0,3.9,50%,7.7%,203,12.3%,"1,122"
5,Cypher,0.89,13.5,15.1,4.1,36.4%,7.7%,187,11.4%,"1,122"
6,Sova,1.11,14.5,13.1,5.4,50%,7.7%,202,9.4%,"1,122"
7,Omen,1.09,15.9,14.6,4.8,61.1%,6.3%,228,13.6%,918
8,Phoenix,0.94,14.3,15.3,3.6,43.8%,5.6%,220,17.5%,816
9,Brimstone,1.02,15.9,15.6,6.2,46.2%,4.6%,206,9.2%,663
10,Viper,0.84,11.3,13.5,5.8,50%,3.5%,179,12.4%,510
11,Skye,1.30,16.0,12.3,3.4,71.4%,2.5%,224,10.7%,357
12,Astra,1.27,17.3,13.7,3.7,33.3%,1.1%,212,9.6%,153
13,Breach,1.26,16.3,13.0,5.0,66.7%,1.1%,241,12.2%,153
14,Yoru,0.96,15.0,15.7,5.7,100%,1.1%,229,13.3%,153
