,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,First Blood,Num Matches
0,Raze,1.01,16.5,16.2,5.0,66.7%,15.5%,237,19.4%,"1,530"
1,Reyna,1.20,16.7,13.9,3.7,57.1%,14.4%,226,16.5%,"1,428"
2,Jett,0.98,15.1,15.3,3.2,47.6%,10.8%,209,20.2%,"1,071"
3,Brimstone,1.02,14.9,14.6,6.9,50%,9.3%,210,8.2%,918
4,Sova,1.22,15.8,12.9,5.8,70.6%,8.8%,227,7.4%,867
5,Sage,0.97,14.6,15.0,3.1,56.3%,8.2%,202,9%,816
6,Omen,1.22,16.9,13.9,6.7,66.7%,7.7%,223,10.3%,765
7,Cypher,0.66,9.5,14.5,4.1,38.5%,6.7%,154,8.9%,663
8,Killjoy,0.79,12.7,16.1,4.5,30%,5.2%,185,19.7%,510
9,Phoenix,1.21,19.6,16.1,4.1,42.9%,3.6%,261,15.3%,357
10,Viper,1.03,15.2,14.7,8.5,50%,3.1%,212,16.5%,306
11,Skye,1.17,16.2,13.8,3.7,66.7%,3.1%,212,12.4%,306
12,Yoru,1.25,21.0,16.8,4.3,25%,2.1%,258,11.9%,204
13,Astra,1.33,20.0,15.0,6.0,50%,1%,233,7.5%,102
14,Breach,0.93,13.0,14.0,11.0,100%,0.5%,216,0%,51
