,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,First Blood,Num Matches
0,Reyna,1.15,18.0,15.6,4.6,46.9%,16%,259,17.2%,"4,131"
1,Jett,1.20,18.1,15.0,3.5,51.4%,13.8%,260,16.9%,"3,570"
2,Sage,0.95,13.9,14.6,4.9,54%,12.4%,189,10.5%,"3,213"
3,Raze,1.01,16.3,16.1,5.5,60.3%,11.4%,237,17%,"2,958"
4,Killjoy,0.88,10.7,12.2,3.6,60.6%,6.5%,170,7.6%,"1,683"
5,Omen,0.94,13.5,14.3,5.0,42.4%,6.5%,197,12.2%,"1,683"
6,Cypher,0.97,14.5,15.0,4.7,56.3%,6.3%,205,9.7%,"1,632"
7,Sova,1.05,15.4,14.7,6.0,44.8%,5.7%,212,11%,"1,479"
8,Phoenix,1.13,15.4,13.6,4.8,63%,5.3%,229,17.6%,"1,377"
9,Brimstone,0.99,13.8,14.0,5.8,60.9%,4.5%,194,14.2%,"1,173"
10,Viper,1.40,19.1,13.7,6.8,77.8%,3.6%,248,10.5%,918
11,Yoru,1.13,17.3,15.3,4.1,66.7%,2.4%,251,17.3%,612
12,Breach,1.14,18.0,15.8,4.5,45.5%,2.2%,246,16.7%,561
13,Skye,1.32,17.4,13.2,3.5,80%,2%,235,13.8%,510
14,Astra,1.14,16.4,14.4,4.9,42.9%,1.4%,243,8.7%,357
