,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,First Blood,Num Matches
0,Sage,0.76,10.9,14.5,3.9,51.5%,18.9%,167,11.6%,"1,683"
1,Raze,1.05,15.0,14.3,4.5,54.5%,12.6%,230,14.8%,"1,122"
2,Jett,0.87,12.6,14.5,4.2,50%,10.3%,187,14.5%,918
3,Reyna,0.86,12.2,14.1,4.1,52.9%,9.7%,198,17.9%,867
4,Killjoy,0.88,13.7,15.6,4.4,58.3%,6.9%,197,7.3%,612
5,Phoenix,1.22,15.1,12.3,4.9,75%,6.9%,233,14.4%,612
6,Brimstone,0.90,12.0,13.4,4.3,45.5%,6.3%,185,10.6%,561
7,Omen,0.73,11.7,16.0,5.3,50%,5.7%,183,17.1%,510
8,Viper,0.89,12.5,14.0,4.7,40%,5.7%,177,12.8%,510
9,Sova,1.13,13.0,11.6,4.0,66.7%,5.1%,201,12%,459
10,Skye,1.05,14.0,13.4,4.4,50%,4.6%,200,11.6%,408
11,Yoru,0.90,12.6,14.0,4.8,80%,2.9%,186,12.7%,255
12,Cypher,0.85,14.3,16.8,4.0,25%,2.3%,181,7%,204
13,Breach,0.73,8.0,11.0,2.0,66.7%,1.7%,125,16.7%,153
14,Astra,1.50,12.0,8.0,3.0,100%,0.6%,159,0%,51
